id,ชุด,ชนิด,type,correct,เลขที่ต้องมี,เลขที่พบในเฉลย,ร้อยละในเฉลย,ร้อยละในโจทย์,ธง,ตัวอย่างเลขที่หาย,given 120 ตัวอักษร
pat1-2560-03-q39,pat1-2560-03,รูป,fill,4,4,2,50%,25%,🟢 น่าจะเห็น,0392 32,
pat1-2560-03-q45,pat1-2560-03,รูป,fill,109,22,8,36%,13%,🟠 น่าสงสัย,6.2 555 1.9 0.42 20 0.55,
pat1-2561-02-q02,pat1-2561-02,รูป,mc,2,4,1,25%,0%,🟠 น่าสงสัย,60 36 32,
pat1-2561-02-q03,pat1-2561-02,รูป,mc,3,6,3,50%,0%,🟢 น่าจะเห็น,60 36 32,
pat1-2561-02-q05,pat1-2561-02,รูป,mc,2,6,2,33%,0%,🟠 น่าสงสัย,60 36 32 11,
pat1-2561-02-q08,pat1-2561-02,รูป,mc,3,16,4,25%,6%,🟠 น่าสงสัย,-6 3.02372 222 -18.7 26 1.3,
pat1-2561-02-q09,pat1-2561-02,รูป,mc,3,4,1,25%,0%,🟠 น่าสงสัย,60 36 11,
pat1-2561-02-q12,pat1-2561-02,รูป,mc,1,12,2,16%,8%,🟠 น่าสงสัย,10 1.3 0392 1.6 5.3 3.5,
pat1-2561-02-q17,pat1-2561-02,รูป,mc,3,20,8,40%,5%,🟠 น่าสงสัย,30 -7 222 1.5 -5.16667 5.83333,
pat1-2561-02-q20,pat1-2561-02,รูป,mc,0,10,8,80%,50%,🟢 น่าจะเห็น,0.32 0.55,
pat1-2561-02-q21,pat1-2561-02,รูป,mc,4,7,6,85%,0%,🟢 น่าจะเห็น,13,
pat1-2561-02-q23,pat1-2561-02,รูป,mc,0,13,2,15%,0%,🟠 น่าสงสัย,1.1547 222 -18 -29.3 -13.3 3.3,
pat1-2561-02-q30,pat1-2561-02,รูป,mc,0,14,3,21%,7%,🟠 น่าสงสัย,10 0.38 -10 -100 12 100,
pat1-2562-02-q03,pat1-2562-02,รูป,mc,4,4,2,50%,0%,🟢 น่าจะเห็น,60 36,
pat1-2562-02-q04,pat1-2562-02,รูป,mc,4,5,2,40%,0%,🟠 น่าสงสัย,66 888888 32,
pat1-2562-02-q08,pat1-2562-02,รูป,mc,1,10,2,20%,0%,🟠 น่าสงสัย,-2.5 -0.5 -18 21 24 14,
pat1-2562-02-q10,pat1-2562-02,รูป,mc,2,7,4,57%,0%,🟢 น่าจะเห็น,-0.4 1.8 -10,
pat1-2562-02-q14,pat1-2562-02,รูป,mc,2,11,2,18%,0%,🟠 น่าสงสัย,26 -3 0392 32 222 4.3,
pat1-2562-02-q15,pat1-2562-02,รูป,mc,3,11,3,27%,9%,🟠 น่าสงสัย,108 255 212 70 120 40,
pat1-2562-02-q16,pat1-2562-02,รูป,mc,4,18,6,33%,0%,🟠 น่าสงสัย,11 1.73205 -1.5 1.5 0392 -29,
pat1-2562-02-q19,pat1-2562-02,รูป,mc,1,9,1,11%,0%,🟠 น่าสงสัย,-0.8 1.8 2.5 0.866025 32 0392,
pat1-2562-02-q20,pat1-2562-02,รูป,mc,3,15,7,46%,0%,🟠 น่าสงสัย,-3.5 0.5 1.33333 -0.5 999 888,
pat1-2562-02-q22,pat1-2562-02,รูป,mc,1,11,1,9%,9%,🟠 น่าสงสัย,-1.5 3.5 999 -14 12 -10,
pat1-2562-02-q23,pat1-2562-02,รูป,mc,3,10,1,10%,0%,🟠 น่าสงสัย,-1.3 1.3 -0.3 -0.5 0.866025 32,
pat1-2562-02-q26,pat1-2562-02,รูป,mc,0,6,1,16%,0%,🟠 น่าสงสัย,-0.8 0.6 3.5 -8 -10,
pat1-2562-02-q28,pat1-2562-02,รูป,mc,3,6,4,66%,66%,🟢 น่าจะเห็น,-3 -1.4,
pat1-2562-02-q29,pat1-2562-02,รูป,mc,2,11,4,36%,9%,🟠 น่าสงสัย,1.6667 555 1.9 4.1 0.3 4.3333,
pat1-2562-02-q34,pat1-2562-02,รูป,fill,20,10,6,60%,10%,🟢 น่าจะเห็น,52 200 260 46,
pat1-2562-02-q35,pat1-2562-02,รูป,fill,24,1,1,100%,100%,🔵 โจทย์มีเลขครบ,,
pat1-2563-02-q04,pat1-2563-02,รูป,mc,1,9,0,0%,0%,🔴 ไม่เคยเห็น,-4.5 4.5 -3.5 2.5 -8 14,
pat1-2563-02-q05,pat1-2563-02,รูป,mc,1,4,4,100%,50%,🟢 น่าจะเห็น,,
pat1-2563-02-q10,pat1-2563-02,รูป,mc,3,17,4,23%,0%,🟠 น่าสงสัย,-1 -1.5 0.15 3.5 999 9.4,
pat1-2563-02-q13,pat1-2563-02,รูป,mc,2,7,4,57%,28%,🟢 น่าจะเห็น,60 222 32,
pat1-2563-02-q17,pat1-2563-02,รูป,mc,3,16,3,18%,6%,🟠 น่าสงสัย,-2.5 -1.5 10.5 -2.3 2.6 0.601,
pat1-2563-02-q20,pat1-2563-02,รูป,mc,0,20,7,35%,5%,🟠 น่าสงสัย,-2.5 8.5 999 3.186 -1.534 3.6,
pat1-2563-02-q23,pat1-2563-02,รูป,mc,2,6,1,16%,0%,🟠 น่าสงสัย,60 36 32 66 44,
pat1-2563-02-q24,pat1-2563-02,รูป,mc,3,8,3,37%,0%,🟠 น่าสงสัย,60 36 32 66 44,
pat1-2563-02-q25,pat1-2563-02,รูป,mc,3,13,2,15%,7%,🟠 น่าสงสัย,-0.5 3.5 999 1.15 -0.7 32,
pat1-2563-02-q33,pat1-2563-02,รูป,mc,0,16,4,25%,0%,🟠 น่าสงสัย,-0.3 2.7 -1.038 0.705 2.8 1.643,
pat1-2563-02-q35,pat1-2563-02,รูป,mc,1,25,10,40%,12%,🟠 น่าสงสัย,700 100 300 400 500 680,
pat1-2563-02-q37,pat1-2563-02,รูป,fill,,3,0,0%,0%,🔴 ไม่เคยเห็น,-63.7 -20.9 126.87,
pat1-2563-02-q41,pat1-2563-02,รูป,fill,,25,13,52%,4%,🟢 น่าจะเห็น,-6.7 -0.8 14 62 20 40,
pat1-2563-02-q42,pat1-2563-02,รูป,fill,,12,6,50%,8%,🟢 น่าจะเห็น,-7 2.236 14 0392 -6 222,
pat1-2563-02-q45,pat1-2563-02,รูป,fill,,8,4,50%,37%,🟢 น่าจะเห็น,-3 2.5 -1.3 0.72,
pat1-2564-03-q02,pat1-2564-03,รูป,mc,0,5,3,60%,0%,🟢 น่าจะเห็น,60 36,
pat1-2564-03-q09,pat1-2564-03,รูป,mc,3,24,5,20%,4%,🟠 น่าสงสัย,-10 12.5 -11 -5.3 7.3 1565,
pat1-2564-03-q10,pat1-2564-03,รูป,mc,4,18,5,27%,16%,🟠 น่าสงสัย,-15 215 15 150 1565 66,
pat1-2564-03-q16,pat1-2564-03,รูป,mc,1,256,2,0%,0%,🔴 ไม่เคยเห็น,2.2 -2.4 2.5 0.5 1.5 -1,
pat1-2564-03-q17,pat1-2564-03,รูป,mc,4,24,3,12%,12%,🟠 น่าสงสัย,-0.4 2.3 2.1 -0.3 2.2 1.83712,
pat1-2564-03-q21,pat1-2564-03,รูป,mc,1,11,1,9%,0%,🟠 น่าสงสัย,-0.5 4.5 3.5 1.44 1.92 10,
pat1-2564-03-q22,pat1-2564-03,รูป,mc,1,25,6,24%,20%,🟠 น่าสงสัย,-3 21 8.5923 1.6 28.3923 10.3923,
pat1-2564-03-q24,pat1-2564-03,รูป,mc,4,22,2,9%,4%,🟠 น่าสงสัย,2.2 0.05 1565 1.6 3.5 -1.2,
pat1-2564-03-q25,pat1-2564-03,รูป,mc,2,36,2,5%,5%,🟠 น่าสงสัย,-8.3 8.3 -2.6 2.6 0.0166667 -0.816667,
pat1-2564-03-q30,pat1-2564-03,รูป,mc,1,6,6,100%,50%,🟢 น่าจะเห็น,,
pat1-2564-03-q32,pat1-2564-03,รูป,mc,2,40,5,12%,7%,🟠 น่าสงสัย,-11 -9 6.3 360 11 -4.763,
pat1-2564-03-q33,pat1-2564-03,รูป,mc,3,32,9,28%,9%,🟠 น่าสงสัย,-11 -9 6.3 360 11 -4.763,
pat1-2564-03-q36,pat1-2564-03,รูป,fill,,3,3,100%,33%,🟢 น่าจะเห็น,,
pat1-2564-03-q39,pat1-2564-03,รูป,fill,,19,5,26%,5%,🟠 น่าสงสัย,-4 -8 -6 1565 -4.19 2.61,
pat1-2564-03-q40,pat1-2564-03,รูป,fill,,9,4,44%,44%,🟠 น่าสงสัย,-3 3.3 2.15 0.55 8.1,
pat1-2564-03-q41,pat1-2564-03,รูป,fill,,16,9,56%,18%,🟢 น่าจะเห็น,12.5 700 400 1565 -37 -22,
pat1-2564-03-q44,pat1-2564-03,รูป,fill,,16,5,31%,12%,🟠 น่าสงสัย,11 1565 3.06 5.14 888 32,
pat1-2564-03-q45,pat1-2564-03,รูป,fill,,11,1,9%,0%,🟠 น่าสงสัย,1565 -0.95 1.59 4.8 9.8 0392,
pat1-2565-03-q01,pat1-2565-03,รูป,mc,1,8,3,37%,25%,🟠 น่าสงสัย,60 36 32 66 44,
pat1-2565-03-q06,pat1-2565-03,รูป,mc,1,12,8,66%,0%,🟢 น่าจะเห็น,60 66 44 32,
pat1-2565-03-q07,pat1-2565-03,รูป,mc,1,21,3,14%,4%,🟠 น่าสงสัย,-2.4 2.4 -0.3 2.6 30 999,
pat1-2565-03-q08,pat1-2565-03,รูป,mc,4,33,9,27%,9%,🟠 น่าสงสัย,-0.5 16.5 -0.2 3.5 2.6909 2.2627,
pat1-2565-03-q09,pat1-2565-03,รูป,mc,2,154,2,1%,0%,🟠 น่าสงสัย,-0.3 6.6 -1.6 6.5 0.0785 5.9908,
pat1-2565-03-q10,pat1-2565-03,รูป,mc,0,3,1,33%,0%,🟠 น่าสงสัย,24 -6,
pat1-2565-03-q11,pat1-2565-03,รูป,mc,4,12,4,33%,8%,🟠 น่าสงสัย,55 195 90.5 133.4 259.7 294.7,
pat1-2565-03-q16,pat1-2565-03,ตาราง,mc,3,6,4,66%,66%,🟢 น่าจะเห็น,01 07,
pat1-2565-03-q17,pat1-2565-03,ตาราง,mc,2,5,1,20%,20%,🟠 น่าสงสัย,10 -0.7 9.7 -8,
pat1-2565-03-q18,pat1-2565-03,รูป,mc,4,10,3,30%,0%,🟠 น่าสงสัย,2.23607 222 0392 -2.84284 8.87144 -3.47348,
pat1-2565-03-q19,pat1-2565-03,รูป,mc,4,16,3,18%,12%,🟠 น่าสงสัย,-1.5 8.5 -2.5 10.5 10 -90,
pat1-2565-03-q22,pat1-2565-03,ตาราง,mc,0,2,0,0%,0%,🔴 ไม่เคยเห็น,40 3.5,
pat1-2565-03-q24,pat1-2565-03,รูป,mc,1,12,2,16%,0%,🟠 น่าสงสัย,-3.5 4.3 -2.3 4.8 -3 -0.2167,
pat1-2565-03-q25,pat1-2565-03,รูป,mc,4,13,3,23%,0%,🟠 น่าสงสัย,-3.2 3.2 -3 -3.29778 2.61786 0392,
pat1-2565-03-q27,pat1-2565-03,รูป,mc,0,21,13,61%,19%,🟢 น่าจะเห็น,32 1100 250 500 750 0392,
pat1-2565-03-q28,pat1-2565-03,ตาราง,mc,2,23,9,39%,8%,🟠 น่าสงสัย,12.5 130 120 102 0392 -75,
pat1-2565-03-q30,pat1-2565-03,รูป,mc,0,65,7,10%,1%,🟠 น่าสงสัย,-90 -72 72 0392 27.7128 31.7262,
pat1-2565-03-q31,pat1-2565-03,รูป,mc,2,8,3,37%,25%,🟠 น่าสงสัย,-10 62 54 0392 222,
pat1-2565-03-q34,pat1-2565-03,ตาราง,mc,0,13,3,23%,0%,🟠 น่าสงสัย,0.8 0.02 0.21 0.31 0.69 0.79,
pat1-2565-03-q35,pat1-2565-03,ตาราง,mc,3,13,5,38%,0%,🟠 น่าสงสัย,0.8 0.21 0.31 0.69 0.79 0.84,
pat1-2565-03-q36,pat1-2565-03,รูป,fill,51,7,6,85%,57%,🟢 น่าจะเห็น,29,
pat1-2565-03-q37,pat1-2565-03,รูป,fill,5,28,2,7%,0%,🟠 น่าสงสัย,-0.5 10.5 -3.5 3.5 10 -3,
pat1-2565-03-q38,pat1-2565-03,รูป,fill,17,22,6,27%,9%,🟠 น่าสงสัย,-11 11 6.2 -6 -4 8.66025,
pat1-2565-03-q42,pat1-2565-03,รูป,fill,0.1,3,3,100%,0%,🟢 น่าจะเห็น,,
pat1-2565-03-q43,pat1-2565-03,รูป,fill,36,9,7,77%,66%,🟢 น่าจะเห็น,877 222,
pat1-2565-03-q44,pat1-2565-03,รูป,fill,2,19,8,42%,5%,🟠 น่าสงสัย,-3.2 3.2 -3.1 3.1 2.2 5.04,
pat1-2565-03-q45,pat1-2565-03,รูป,fill,18,16,3,18%,6%,🟠 น่าสงสัย,-0.6 5.6 -5 82 20 40,
samn-2555-01-q01,samn-2555-01,รูป,fill,6,4,2,50%,0%,🟢 น่าจะเห็น,60 36,
samn-2555-01-q03,samn-2555-01,รูป,fill,9,4,1,25%,0%,🟠 น่าสงสัย,215 225 30,
samn-2555-01-q04,samn-2555-01,รูป,fill,3,5,1,20%,0%,🟠 น่าสงสัย,40 150 220 330,
samn-2555-01-q09,samn-2555-01,รูป,fill,3,17,3,17%,5%,🟠 น่าสงสัย,-0.5 -2.5 11 -2.6667 2.3333 2.6667,
samn-2555-01-q10,samn-2555-01,รูป,fill,8,4,3,75%,0%,🟢 น่าจะเห็น,-0.3,
samn-2555-01-q12,samn-2555-01,รูป,mc,4,12,3,25%,0%,🟠 น่าสงสัย,-1.3 1.3 -0.866 -22 -4 -0.5,
samn-2555-01-q15,samn-2555-01,รูป,mc,2,10,3,30%,10%,🟠 น่าสงสัย,-3 11 -7 4.4721 222 0392,
samn-2555-01-q19,samn-2555-01,รูป,mc,2,5,1,20%,20%,🟠 น่าสงสัย,0.333333 60 36 11,
samn-2555-01-q22,samn-2555-01,ตาราง,mc,0,19,9,47%,5%,🟠 น่าสงสัย,0.1700 1.1 0.3643 1.2 0.3849 0.4100,
samn-2555-01-q23,samn-2555-01,รูป,mc,3,6,3,50%,0%,🟢 น่าจะเห็น,-1.5 9.9 3.6,
samn-2556-01-q01,samn-2556-01,รูป,fill,4,5,3,60%,0%,🟢 น่าจะเห็น,64 38,
samn-2556-01-q07,samn-2556-01,ตาราง,fill,0.2,19,19,100%,10%,🟢 น่าจะเห็น,,
samn-2556-01-q10,samn-2556-01,รูป,fill,12,9,4,44%,11%,🟠 น่าสงสัย,-1.8 2.6 -6 14 -95,
samn-2556-01-q11,samn-2556-01,รูป,mc,0,8,6,75%,12%,🟢 น่าจะเห็น,38 32,
samn-2556-01-q14,samn-2556-01,รูป,mc,4,12,4,33%,0%,🟠 น่าสงสัย,11 0392 -1.5 10.333 -0.84 3.88,
samn-2556-01-q21,samn-2556-01,ตาราง,mc,1,22,10,45%,4%,🟠 น่าสงสัย,0.215 0.085 0.133 0.68 0.25 0.99,
samn-2556-01-q27,samn-2556-01,รูป,mc,3,14,1,7%,0%,🟠 น่าสงสัย,-2.5 10.5 -3.6 3.6 2.2361 0392,
samn-2556-01-q30,samn-2556-01,รูป,mc,2,6,2,33%,0%,🟠 น่าสงสัย,4.3 1.55 -0.25 -0.2,
samn-2557-01-q07,samn-2557-01,ตาราง,fill,15.42,8,8,100%,0%,🟢 น่าจะเห็น,,
samn-2557-01-q12,samn-2557-01,รูป,mc,4,13,2,15%,0%,🟠 น่าสงสัย,-1.8 1.8 1.366 0.366 0392 -22,"$z_1,z_2,z_3$ เป็นรากที่ 3 ของจำนวนเชิงซ้อนตัวหนึ่งตัวเดียวกัน โดย $z_1=\sqrt2(\cos15^\circ+i\sin15^\circ)$"
samn-2557-01-q16,samn-2557-01,รูป,mc,1,24,3,12%,4%,🟠 น่าสงสัย,24 9.5 -2.8 6.8 1565 -1.8,ไฮเพอร์โบลา $\dfrac{x^2}{9}-\dfrac{(y-2)^2}{16}=1$ และ $F$ เป็นโฟกัสที่อยู่ในควอดรันต์ที่ 1
samn-2557-01-q20,samn-2557-01,ตาราง,mc,3,17,17,100%,17%,🟢 น่าจะเห็น,,
samn-2557-01-q21,samn-2557-01,รูป,mc,0,5,1,20%,20%,🟠 น่าสงสัย,30 -0.5 10.5 32,"$S=\{1,2,3,\dots,10\}$, $M=\{(x,y)\mid x,y\in S\}$ สุ่มหยิบคู่อันดับ $(x,y)$ จาก M มา 1 คู่"
samn-2557-01-q22,samn-2557-01,ตาราง,mc,0,18,9,50%,5%,🟢 น่าจะเห็น,0.0398 0.1554 0.3413 -3.2 3.2 0.06,
samn-2557-01-q24,samn-2557-01,รูป,mc,1,6,0,0%,0%,🔴 ไม่เคยเห็น,62 40 -1.5 32 0392 222,
samn-2557-01-q30,samn-2557-01,รูป,mc,3,10,7,70%,0%,🟢 น่าจะเห็น,40 20 71,
samn-2558-01-q03,samn-2558-01,รูป,fill,0.8,7,3,42%,14%,🟠 น่าสงสัย,11 360 1565 -7,
samn-2558-01-q12,samn-2558-01,รูป,mc,3,7,5,71%,0%,🟢 น่าจะเห็น,62 38,
samn-2558-01-q13,samn-2558-01,รูป,mc,2,27,3,11%,0%,🟠 น่าสงสัย,-1.4 1.4 0.866 0.5 -0.5 -0.866,
samn-2558-01-q15,samn-2558-01,รูป,mc,4,13,1,7%,0%,🟠 น่าสงสัย,-6 -3.4 3.4 2.82843 1.41421 -1.6,
samn-2558-01-q16,samn-2558-01,รูป,mc,0,5,1,20%,0%,🟠 น่าสงสัย,70 220 160 70.3,
samn-2558-01-q21,samn-2558-01,ตาราง,mc,1,19,7,36%,0%,🟠 น่าสงสัย,1.44 0.4251 1.7 0.4554 2.44 0.4927,
samn-2558-01-q22,samn-2558-01,รูป,mc,0,10,5,50%,30%,🟢 น่าจะเห็น,7.3333 74 50 222 11,
samn-2558-01-q27,samn-2558-01,รูป,mc,0,12,0,0%,0%,🔴 ไม่เคยเห็น,-2.3 2.3 -0.5 2.5 1.41421 1.35,
samn-2558-12-q01,samn-2558-12,รูป,mc,2,6,4,66%,0%,🟢 น่าจะเห็น,1.63636 60,
samn-2558-12-q05,samn-2558-12,รูป,mc,2,3,0,0%,0%,🔴 ไม่เคยเห็น,60 36 11,
samn-2558-12-q06,samn-2558-12,รูป,mc,3,5,0,0%,0%,🔴 ไม่เคยเห็น,75 40 190 275 48,
samn-2558-12-q07,samn-2558-12,ตาราง,mc,0,12,12,100%,0%,🟢 น่าจะเห็น,,
samn-2558-12-q10,samn-2558-12,รูป,mc,0,10,6,60%,20%,🟢 น่าจะเห็น,-5.5 4.5 14 -78,
samn-2558-12-q11,samn-2558-12,รูป,mc,1,11,3,27%,0%,🟠 น่าสงสัย,-2.5 2.5 1.732 0392 -26 -1.732,
samn-2558-12-q13,samn-2558-12,รูป,mc,0,3,1,33%,0%,🟠 น่าสงสัย,60 36,
samn-2558-12-q14,samn-2558-12,รูป,mc,1,8,3,37%,25%,🟠 น่าสงสัย,190 118 158 325 36,
samn-2558-12-q16,samn-2558-12,รูป,mc,0,18,4,22%,5%,🟠 น่าสงสัย,-3 9.5 1.6 7.2 0.45 3.55,
samn-2558-12-q22,samn-2558-12,ตาราง,mc,2,12,7,58%,16%,🟢 น่าจะเห็น,0.066 0.13 0.25 -2.2 2.2,
samn-2558-12-q25,samn-2558-12,รูป,mc,4,9,4,44%,11%,🟠 น่าสงสัย,-1.5 3.5 10 -1.2 16,
samn-2559-12-q05,samn-2559-12,รูป,mc,3,15,2,13%,6%,🟠 น่าสงสัย,30 -6 11 4.5 -4 -2.5,"จุด $(6, 4)$ อยู่บนวงกลม $C$ และเส้นผ่านศูนย์กลางสองเส้นของวงกลม $C$ คือส่วนของเส้นตรง $2x + y = 5$ และ $x + 3y = 10$"
samn-2559-12-q07,samn-2559-12,ตาราง,mc,1,6,6,100%,0%,🟢 น่าจะเห็น,,
samn-2559-12-q12,samn-2559-12,รูป,mc,1,12,9,75%,8%,🟢 น่าจะเห็น,62 38 32,"$A=\{x\mid x$ เป็นจำนวนเต็มที่อยู่ในช่วง $[-10,10]\}$ และ $B=\{x\mid (x+5)(|x|-5)\ge-9\}$"
samn-2559-12-q14,samn-2559-12,รูป,mc,1,13,4,30%,7%,🟠 น่าสงสัย,-14 -10 3.4641 4.89898 -1.3 1.3,"ไฮเพอร์โบลามีโฟกัสที่จุด $(-7, 1)$ และ $(5, 1)$ และมีเส้นกำกับเส้นหนึ่งขนานกับเส้นตรง $\sqrt{2}\,x - y + 5 = 0$"
samn-2559-12-q15,samn-2559-12,รูป,mc,0,8,1,12%,12%,🟠 น่าสงสัย,80 235 145 210 70 320,
samn-2559-12-q21,samn-2559-12,รูป,mc,0,12,4,33%,0%,🟠 น่าสงสัย,-3.4 3.4 -0.25 -2.6 2.6 -1.9,คะแนนสอบมีการแจกแจงปกติ ค่าเฉลี่ยเลขคณิต $\mu=60$ ส่วนเบี่ยงเบนมาตรฐาน $\sigma=10$ และนักเรียนที่สอบได้คะแนนน้อยกว่า $70
samn-2559-12-q22,samn-2559-12,ตาราง,mc,0,9,9,100%,0%,🟢 น่าจะเห็น,,
samn-2559-12-q23,samn-2559-12,รูป,mc,2,17,2,11%,0%,🟠 น่าสงสัย,-1.2 -2.6 5.5 -1.5 -0.25 3.25,
samn-2561-03-q07,samn-2561-03,ตาราง,mc,0,1,1,100%,100%,🔵 โจทย์มีเลขครบ,,
samn-2561-03-q09,samn-2561-03,รูป,mc,2,11,1,9%,0%,🟠 น่าสงสัย,2.6 2.3 -1.5 4.5 0.453 2.688,
samn-2561-03-q11,samn-2561-03,รูป,mc,1,8,6,75%,0%,🟢 น่าจะเห็น,64 40,
samn-2561-03-q14,samn-2561-03,รูป,mc,4,10,2,20%,10%,🟠 น่าสงสัย,-8 -4.5 8.5 1565 -6 0392,
samn-2561-03-q22,samn-2561-03,รูป,mc,4,19,2,10%,10%,🟠 น่าสงสัย,-2.6 2.6 -10.5 1.5 1.6 -3.5,
samn-2561-03-q28,samn-2561-03,รูป,mc,1,14,1,7%,0%,🟠 น่าสงสัย,-1.6 3.6 -2.6 1.9 2.55 1.3,
samn-2562-03-q04,samn-2562-03,รูป,mc,0,12,0,0%,0%,🔴 ไม่เคยเห็น,225 82.5 427.5 45 255 408,
samn-2562-03-q14,samn-2562-03,รูป,mc,2,7,2,28%,14%,🟠 น่าสงสัย,80 145 59 232 40,
samn-2562-03-q15,samn-2562-03,รูป,mc,1,9,2,22%,0%,🟠 น่าสงสัย,6.5 6.3 4.725 0392 555 222,
samn-2562-03-q22,samn-2562-03,รูป,mc,1,13,1,7%,0%,🟠 น่าสงสัย,-1.6 2.3 5.5 -1.2 1.3 -0.9,
samn-2562-03-q24,samn-2562-03,ตาราง,mc,2,26,7,26%,15%,🟠 น่าสงสัย,0.29 0.41 0.1141 0.1591 0.3413 0.3849,
samn-2562-03-q26,samn-2562-03,รูป,mc,2,5,1,20%,0%,🟠 น่าสงสัย,3.58579 4.41421 98 0392,
samn-2562-03-q27,samn-2562-03,รูป,mc,4,11,2,18%,9%,🟠 น่าสงสัย,-1.55 1.55 0.74 0.84 2185 17,
samn-2562-03-q29,samn-2562-03,รูป,mc,0,18,4,22%,0%,🟠 น่าสงสัย,-0.6 -0.5 3.3 1.3066 0.5412 1.1481,
samn-2563-03-q03,samn-2563-03,รูป,mc,1,23,3,13%,0%,🟠 น่าสงสัย,1.5 -1.5 -3.5 0.4 5.8 1565,
samn-2563-03-q09,samn-2563-03,ตาราง,mc,3,16,14,87%,6%,🟢 น่าจะเห็น,170 174,
samn-2563-03-q11,samn-2563-03,รูป,mc,4,4,2,50%,0%,🟢 น่าจะเห็น,60 38,
samn-2563-03-q15,samn-2563-03,รูป,mc,1,19,2,10%,0%,🟠 น่าสงสัย,8.6 -3.7 3.7 2.6458 0392 2.2361,
samn-2563-03-q16,samn-2563-03,รูป,mc,3,4,2,50%,0%,🟢 น่าจะเห็น,195 290,
samn-2563-03-q21,samn-2563-03,รูป,mc,2,6,1,16%,16%,🟠 น่าสงสัย,66 44 32 0392 1565,
samn-2563-03-q22,samn-2563-03,รูป,mc,4,18,4,22%,5%,🟠 น่าสงสัย,-1.2 1.2 -10.5 -0.78 0.78 888,
samn-2563-03-q24,samn-2563-03,รูป,mc,2,30,14,46%,10%,🟠 น่าสงสัย,-1.5 65 -2.7 -1.9 0.92 1.6,
samn-2563-03-q26,samn-2563-03,รูป,mc,4,14,5,35%,0%,🟠 น่าสงสัย,-2.1 2.4 -2.9 2.9 2185 -6,
samn-2564-04-q03,samn-2564-04,รูป,mc,2,4,2,50%,0%,🟢 น่าจะเห็น,62 40,
samn-2564-04-q04,samn-2564-04,ตาราง,mc,1,4,3,75%,0%,🟢 น่าจะเห็น,0.80,
samn-2564-04-q06,samn-2564-04,รูป,mc,4,4,2,50%,0%,🟢 น่าจะเห็น,62 11,
samn-2564-04-q11,samn-2564-04,รูป,mc,4,21,7,33%,0%,🟠 น่าสงสัย,-2.6 2.6 -1 999 1.8794 0.684,
samn-2564-04-q13,samn-2564-04,รูป,mc,1,15,9,60%,6%,🟢 น่าจะเห็น,-4 1.81 9.208 -9 -27 -11,
samn-2564-04-q14,samn-2564-04,รูป,mc,4,19,8,42%,10%,🟠 น่าสงสัย,-11 -8 -7 -1.3 1.3 73,
samn-2564-04-q22,samn-2564-04,รูป,mc,3,15,3,20%,6%,🟠 น่าสงสัย,-2.4 2.4 -2.5 8.5 73 -2.3,
samn-2564-04-q23,samn-2564-04,รูป,mc,0,9,0,0%,0%,🔴 ไม่เคยเห็น,70 2.61799 -8 0.18 0.58 1.5,
samn-2564-04-q26,samn-2564-04,รูป,fill,81,7,1,14%,0%,🟠 น่าสงสัย,60 275 300 35 98 0.5,
samn-2565-03-q06,samn-2565-03,รูป,mc,0,8,3,37%,0%,🟠 น่าสงสัย,145 110 11 73 32,
samn-2565-03-q09,samn-2565-03,รูป,mc,4,4,1,25%,0%,🟠 น่าสงสัย,-4 16 -20,
samn-2565-03-q15,samn-2565-03,รูป,mc,4,16,5,31%,0%,🟠 น่าสงสัย,-6 -46 36 73 25.94 -41.22,
samn-2565-03-q16,samn-2565-03,รูป,mc,3,28,10,35%,7%,🟠 น่าสงสัย,-42 42 -37 37 24.4949 360,
samn-2565-03-q20,samn-2565-03,ตาราง,mc,2,12,6,50%,16%,🟢 น่าจะเห็น,0.3264 0.3707 0.6293 0.6700 0.6736 0.8289,
samn-2565-03-q25,samn-2565-03,รูป,mc,1,9,2,22%,0%,🟠 น่าสงสัย,-2.6 3.6 73 -2.4 3.4 0.411,
samn-2565-03-q26,samn-2565-03,รูป,fill,16,499,2,0%,0%,🔴 ไม่เคยเห็น,9.4248 -1.3 1.3 -1 -0.75 0.75,
samn-2565-03-q29,samn-2565-03,รูป,fill,16,16,2,12%,12%,🟠 น่าสงสัย,-5.6 -1.5 10.5 -3 73 -3.8,
